group,drop_diff,abs_diff_mgL
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,7,35.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,1,5.0
volunteer_within_test,1,5.0
volunteer_within_test,2,10.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,2,10.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,1,5.0
volunteer_within_test,1,5.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,2,10.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,5,25.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,2,10.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,1,5.0
volunteer_within_test,1,5.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,3,15.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,1,5.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,2,10.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,2,10.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,1,5.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,2,10.0
volunteer_within_test,1,5.0
volunteer_within_test,1,5.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,1,5.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,1,5.0
volunteer_within_test,1,5.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,2,10.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,2,10.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,1,5.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,1,5.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,1,5.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,2,10.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,2,10.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,2,10.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,2,10.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,2,10.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,1,5.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,1,5.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,1,5.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
volunteer_within_test,9,45.0
volunteer_within_test,0,0.0
volunteer_within_test,0,0.0
